English Word	English Lemma	Short English Sentence	Long English Sentence	Short Target Sentence	Long Target Sentence
Famous	famous	I'm famous.	Tom got very famous.	Ben ünlüyüm.	Tom çok meşhur oldu.
Famous	famous	I'm famous.	Tom got very famous.	Ben ünlüyüm.	Tom çok meşhur oldu.
Fan	fan	I'm a fan.	Tom is a hockey fan.	Ben bir hayranım.	Tom bir hokey hayranı.
Fan	fan	I'm a fan.	Tom is a hockey fan.	Ben bir hayranım.	Tom bir hokey hayranı.
Fanatic	fanatic	He's a fanatic.	Tom isn't a fanatic.	O bir fanatik.	Tom bir fanatik değildir.
Fang	Fang				
Fantasy	fantasy	It's just a fantasy.	It's just a fantasy.	Bu sadece bir fantezi.	Bu sadece bir fantezi.
Far	far	How far?	Sami didn't get far.	Ne kadar uzak?	Sami uzaklaşmadı.
Far-right	far	How far?	Sami didn't get far.	Ne kadar uzak?	Sami uzaklaşmadı.
Farm	farm	I like farming.	She's a farm worker.	Çiftçiliği severim.	O bir çiftçi.
Farmer	farmer	I'm a farmer.	Tom wasn't a farmer.	Ben bir çiftçiyim.	Tom bir çiftçi değildi.
Farmer	farmer	I'm a farmer.	Tom wasn't a farmer.	Ben bir çiftçiyim.	Tom bir çiftçi değildi.
Farmer	farmer	I'm a farmer.	Tom wasn't a farmer.	Ben bir çiftçiyim.	Tom bir çiftçi değildi.
Fascinating	fascinating	How fascinating!	This is fascinating.	Ne kadar etkileyici!	Bu büyüleyici.
Fascist	fascist	Tom is a fascist.	I'm not a fascist.	Tom bir faşist.	Ben bir faşist değilim.
Fast	fast	Faster!	I'm faster than you.	Daha hızlı!	Senden daha hızlıyım.
Fasten	Fasten	Fasten the gate.	Fasten the gate.	Kapıyı kilitle.	Kapıyı kilitle.
Fat	fat	I'm fat.	That's a big fat no.	Ben şişmanım.	Büyük harflerle hayır.
Fat	fat	I'm fat.	That's a big fat no.	Ben şişmanım.	Büyük harflerle hayır.
Fatal	fatal	Is it fatal?	That would be fatal.	Ölümcül mü?	O ölümcül olurdu.
Fatally	fatally				
Father	Father	Hi, Father.	Tom's father is old.	Merhaba, baba.	Tom'un babası yaşlı.
Fatigue	fatigue				
Fault	fault	My fault.	That isn't my fault.	Benim hatam.	O, benim hatam değil.
Fauna	Fauna				
Favor	favor	Do me a favor.	I asked him a favor.	Bana bir iyilik yap.	Ondan bir iyilik istedim.
Favorable	favorable				
Fawn	fawn				
Fear	fear	I fear so.	The people fear war.	Korkarım ki öyle.	İnsanlar savaştan korkar.
Fearful	fearful	He is very fearful.	He is very fearful.	O çok korkak.	O çok korkak.
Feather	Feather				
February	February	February is over.	February is over.	Şubat ayı bitti.	Şubat ayı bitti.
Feed	feed	I'm fed up!	I'm feeding my baby.	Bıktım!	Bebeğimi besliyorum.
Feel	feel	I felt it.	He felt a bit tired.	Onu hissettim.	O biraz yorgun hissetti.
Feeling	feel	I felt it.	He felt a bit tired.	Onu hissettim.	O biraz yorgun hissetti.
Feeling	feel	I felt it.	He felt a bit tired.	Onu hissettim.	O biraz yorgun hissetti.
Feeling/Presentiment	feel	I felt it.	He felt a bit tired.	Onu hissettim.	O biraz yorgun hissetti.
Feline	feline				
Female	female	I keep a female cat.	I keep a female cat.	Dişi bir kedi besliyorum.	Dişi bir kedi besliyorum.
Feminine	feminine				
Femur	femur				
Fence	fence	Paint the fence.	I painted the fence.	Çiti boya.	Çiti boyadım.
Fencing	fencing				
Fermentation	fermentation				
Ferry	ferry	I'll come by ferry.	I'll come by ferry.	Feribotla geleceğim.	Feribotla geleceğim.
Ferry	ferry	I'll come by ferry.	I'll come by ferry.	Feribotla geleceğim.	Feribotla geleceğim.
Fertile	fertile				
Fertility	fertility				
Fertilizer	Fertilizer				
Fever	fever	I have a fever.	He has a high fever.	Ateşim var.	Ateşi var.
Feverish	feverish	I feel feverish.	I feel feverish.	Ateşim çıktı.	Ateşim çıktı.
Fictional	fictional				
Field	field	I plowed the field.	He plowed the field.	Ben tarlayı sabanla sürdüm.	O, tarlayı sürdü.
Fifteen	fifteen	She's only fifteen.	She's only fifteen.	O sadece on beş yaşında.	O sadece on beş yaşında.
Fifth	fifth	Is it fifth period?	Today is the fifth.	O beşinci dönem mi?	Bugün ayın beşi.
Fifth	fifth	Is it fifth period?	Today is the fifth.	O beşinci dönem mi?	Bugün ayın beşi.
Fifty	fifty	He's in his fifties.	He's in his fifties.	O, ellilerindedir.	O, ellilerindedir.
Fig	fig	Figs are sweet.	Figs contain fibers.	İncirler tatlı.	İncir lif içerir.
Fight	fight	Fight!	The fight continues.	Dövüş!	Mücadele devam ediyor.
Fight	fight	Fight!	The fight continues.	Dövüş!	Mücadele devam ediyor.
File	file	Copy this file.	The file was stolen.	Bu dosyayı kopyala.	Dosya çalındı.
File	file	Copy this file.	The file was stolen.	Bu dosyayı kopyala.	Dosya çalındı.
File	file	Copy this file.	The file was stolen.	Bu dosyayı kopyala.	Dosya çalındı.
File	file	Copy this file.	The file was stolen.	Bu dosyayı kopyala.	Dosya çalındı.
Filter	filter				
Fin	fin				
Fin	fin				
Final	final	My answer is final.	All sales are final.	Cevabım nihai.	Tüm satışlar sondur.
Finalist	finalist				
Finally	finally	Finally!	Tom is finally back.	Sonunda!	Tom sonunda döndü.
Financial	financial				
Find	find	Find it.	I find it very cute.	Onu bul.	Onu çok sevimli buluyorum.
Fine	fine	It's fine.	I can hear you fine.	Bu iyi.	Seni gayet iyi duyabiliyorum.
Fine	fine	It's fine.	I can hear you fine.	Bu iyi.	Seni gayet iyi duyabiliyorum.
Finger	finger	I cut my finger.	Spread your fingers.	Parmağımı kestim.	Parmaklarınızı ayırın.
Finish	finish	Finish it.	Let me finish, Ziri.	Onu bitir.	Bitirmeme müsaade et, Ziri.
Finish	finish	Finish it.	Let me finish, Ziri.	Onu bitir.	Bitirmeme müsaade et, Ziri.
Fire	fire	Fire!	Tom can't fire Mary.	Ateş!	Tom, Mary'yi kovamaz.
Fire	fire	Fire!	Tom can't fire Mary.	Ateş!	Tom, Mary'yi kovamaz.
Firecracker	firecracker				
Fireworks	firework	I see fireworks!	Fireworks are legal.	Havai fişekleri izliyorum!	Havai fişekler yasaldır.
Firmly	firmly				
First	first	I'm first.	Go and shower first.	Ben birinciyim.	Git de önce duş al.
First	first	I'm first.	Go and shower first.	Ben birinciyim.	Git de önce duş al.
First	first	I'm first.	Go and shower first.	Ben birinciyim.	Git de önce duş al.
Fish	fish	Fish again?	Whales are not fish.	Yine mi balık?	Balina balık değildir.
Fisherman	fisherman	He's a fisherman.	They're fishermen.	O bir balıkçı.	Onlar balıkçı.
Fishing	fishing	Fishing is fun.	Do you like fishing?	Balık tutmak eğlencelidir.	Balık tutmayı sever misin?
Fishing	fishing	Fishing is fun.	Do you like fishing?	Balık tutmak eğlencelidir.	Balık tutmayı sever misin?
Fist	fist	Use your fist.	I clenched my fists.	Yumruğunu kullan.	Yumruklarımı sıktım.
Five	five	High five!	I ate five avocados.	Çak bir beşlik!	Beş tane avokado yedim.
Fixing	fix	Fix this.	Tom fixed the latch.	Bunu düzelt.	Tom mandalı taktı.
Flag	flag	The flag is up.	I was waving a flag.	Bayrak yukarda.	Bir bayrak sallıyordum.
Flame	flame	The flame went out.	The flame went out.	Alev söndü.	Alev söndü.
Flamingo	Flamingo				
Flask	flask				
Flat	flat	It was flat.	Her jokes fell flat.	O düzdü.	Onun şakaları işe yaramadı.
Flatmate	flatmate				
Flavor	flavor	I hate that flavor.	I hate that flavor.	O tattan nefret ederim.	O tattan nefret ederim.
Flea	flea	My dog has fleas.	The cats have fleas.	Köpeğimin pireleri var.	Kedilerde pire var.
Fleet	fleet				
Flexible	flexible	I'm flexible.	She's very flexible.	Ben esneğim.	O çok esnektir.
Flight	flight	Fight or flight.	This flight is full.	Savaş ya da sıvış.	Bu sefer dolu.
Flight	flight	Fight or flight.	This flight is full.	Savaş ya da sıvış.	Bu sefer dolu.
Flight	flight	Fight or flight.	This flight is full.	Savaş ya da sıvış.	Bu sefer dolu.
Flip	flip	Flip a coin.	I flipped the coin.	Yazı tura at.	Madeni parayı çevirdim.
Flood	flood				
Floor	floor	What floor?	What floor is it on?	Kaçıncı kat?	O hangi katta?
Flora	flora				
Flour	flour	We need more flour.	We need more flour.	Daha çok una ihtiyacımız var.	Daha çok una ihtiyacımız var.
Flow	flow	A river flows.	Everything flows.	Bir nehir akar.	Her şey akıp gidiyor.
Flowers	flower	Flowers bloom.	I only love flowers.	Çiçekler açar.	Ben sadece çiçekleri seviyorum.
Flu	Flu	I got the flu.	Do you have the flu?	Grip oldum.	Gripiniz var mı?
Flush	flush				
Flute	flute	I have a flute.	Tom plays the flute.	Bir flütüm var.	Tom flüt çalıyor.
Fly	fly	Fly.	Tom swatted the fly.	Uç.	Tom sineği ezdi.
Fly	fly	Fly.	Tom swatted the fly.	Uç.	Tom sineği ezdi.
Foam	foam				
Focus	focus	Focus.	Let's focus on that.	Odaklan.	Ona odaklanalım.
Focused	focus	Focus.	Let's focus on that.	Odaklan.	Ona odaklanalım.
Fog	fog	The fog closed in.	The fog is lifting.	Sis kapladı.	Sis kalkıyor.
Food	food	Food!	I like Italian food.	Yiyecek!	İtalyan yemeklerini seviyorum.
Foot	foot	My foot!	I sprang to my feet.	Ayağım!	Ayağa fırladım.
Foot	foot	My foot!	I sprang to my feet.	Ayağım!	Ayağa fırladım.
Footbridge	footbridge				
Forbidden	forbid	God forbid!	It is not forbidden.	Allah korusun!	Bu yasaklanmış değil.
Force	force	Force yourself!	Tom forced me to go.	Kendini zorla!	Tom gitmek için beni zorladı.
Forearm	forearm				
Forehead	Forehead				
Foreigner	foreigner	I'm a foreigner.	I'm not a foreigner.	Ben bir yabancıyım.	Ben yabancı değilim.
Forest	forest	Watch the forest!	We're in the forest.	Ormanı izle!	Biz ormandayız.
Forever	forever	Forever!	Let's party forever.	Sonsuza dek!	Sonsuza kadar parti yapalım.
Forget	forget	I forgot.	I want to forget it.	Unuttum.	Bunu unutmak istiyorum.
Forgive	forgive	Forgive me!	I don't forgive you.	Beni affet!	Seni affetmem.
Fork	fork	This is a fork.	The road forks here.	Bu bir çatal.	Yol burada ayrılıyor.
Form	form	Form two lines.	How does hail form?	İki sıra yapın.	Dolu nasıl oluşur?
Formality	formality				
Format	format				
Formula	formula	He refuses formula.	This is his formula.	O formülü reddediyor.	Bu onun ifadesidir.
Fortieth	Fortieth				
Fortifications	fortification				
Forty	forty	She's forty.	I'm forty years old.	O kırk yaşında.	Kırk yaşındayım.
Forty	forty	She's forty.	I'm forty years old.	O kırk yaşında.	Kırk yaşındayım.
Fossil	fossil	Tom found a fossil.	Tom found a fossil.	Tom bir fosil buldu.	Tom bir taşıl buldu.
Foster	Foster				
Foulard	Foulard				
Foundation	foundation				
Founded	found	Sami founded a cult.	Sami founded a cult.	Sami bir kült kurdu.	Sami bir tarikat kurdu.
Fountain	fountain				
Four	four	Four of a kind.	I had four children.	Kare.	Dört çocuğum vardı.
Fourteen	fourteen				
Fourth	fourth				
Fox	Fox	She's a fox.	We caught two foxes.	O, çekici bir kadın.	İki tilki yakaladık.
Fracture	fracture	I fractured my arm.	I fractured my arm.	Kolumu kırdım.	Kolumu kırdım.
Fragment	fragment				
France	France	I love France.	France, I love you!	Fransa'yı seviyorum.	Fransa, seni seviyorum!
Frank	Frank	Tom is frank.	Tom was very frank.	Tom açık sözlü.	Tom çok açık yürekliydi.
Fraud	fraud	You're a fraud.	You're a big fraud.	Sen bir sahtekarsın.	Sen büyük bir düzenbazsın.
Freedom	freedom	I like freedom.	I wanted my freedom.	Özgürlüğü seviyorum.	Özgürlüğümü istiyordum.
Freeze	freeze	Freeze!	Aren't you freezing?	Kımıldama!	Donmuyor musun?
Freezer	freezer				
French	french	I'm French.	Tom's French is bad.	Ben Fransızım.	Tom'un Fransızcası kötü.
French	french	I'm French.	Tom's French is bad.	Ben Fransızım.	Tom'un Fransızcası kötü.
Frequent	frequent				
Fried	fry	Fry.	I love French fries.	Kızart.	Patates kızartmasını severim.
Friend	friend	Hi, friend!	I've got no friends.	Selam, arkadaş!	Arkadaşım yok.
Friend	friend	Hi, friend!	I've got no friends.	Selam, arkadaş!	Arkadaşım yok.
Friendly	friendly	Be friendly.	Tom seemed friendly.	Yakınlık gösterin.	Tom samimi görünüyordu.
Friendship	friendship	For our friendship!	Friendship is a lie.	Dostluğumuza!	Dostluk bir yalandır.
Frigate	frigate				
Frog	frog	I'm not a frog.	Tom kissed the frog.	Ben bir kurbağa değilim.	Tom kurbağayı öptü.
Front	front	Watch the front.	We sat at the front.	Ön tarafı izle.	Öne oturduk.
Frost	frost				
Frost	frost				
Frost	frost				
Frost	frost				
Frozen	frozen	Tom stood frozen.	My ears are frozen.	Dondu kaldı.	Kulaklarım donmuş.
Frozen	frozen	Tom stood frozen.	My ears are frozen.	Dondu kaldı.	Kulaklarım donmuş.
Fruit	fruit	Eat fruit!	I drink fruit juice.	Meyve ye!	Ben meyve suyu içiyorum.
Fry	Fry	Fry.	I love French fries.	Kızart.	Patates kızartmasını severim.
Fuel	fuel	Beer is my fuel.	My fuel line broke.	Bira benim yakıtım.	Yakıt borum kırık.
Fuel	fuel	Beer is my fuel.	My fuel line broke.	Bira benim yakıtım.	Yakıt borum kırık.
Fugitive	fugitive	I'm a fugitive.	Tom is a fugitive.	Ben bir firariyim.	Tom bir kaçak.
Full	full	I'm full.	This time it's full.	Tokum.	Bu sefer dolu.
Functioning	functioning				
Fundamentalist	fundamentalist				
Funeral	funeral	I hate funerals.	That's your funeral.	Cenaze törenlerinden nefret ediyorum.	O, senin sorunundur.
Funny	funny	Funny!	I know Tom is funny.	Eğlenceli!	Tom'un komik olduğunu biliyorum.
Funny	funny	Funny!	I know Tom is funny.	Eğlenceli!	Tom'un komik olduğunu biliyorum.
Fur	fur	Sheep fur is fluffy.	Tom is a fur trader.	Koyun kürkü kabarıktır.	Tom bir kürk tüccarıdır.
Furnishing	furnish				
Furniture	furniture	I make furniture.	They sell furniture.	Ben mobilya yapıyorum.	Onlar mobilya satar.
Fuse	fuse	The fuse blew.	He has a short fuse.	Sigorta patladı.	O kolay öfkelenir.
Future	future	I have no future.	Space is the future.	Benim bir geleceğim yok.	Uzay gelecektir.
Futuristic	futuristic				
G	g				
GMO	GMO	I said no GMO!	I said no GMO!	GDO yok dedim.	GDO yok dedim.
GPS	gps				
Galant	galant				
Galaxy	Galaxy				
Galleon	galleon				
Gallon	Gallon				
Galloping	gallop				
Game	game	Game over.	I'm game if you are.	Oyun bitti.	Sana uyarsa bana da uyar.
Game	game	Game over.	I'm game if you are.	Oyun bitti.	Sana uyarsa bana da uyar.
Game	game	Game over.	I'm game if you are.	Oyun bitti.	Sana uyarsa bana da uyar.
Gap	gap	The gap has closed.	The gap has closed.	Açıklık kapandı.	Açıklık kapandı.
Gap	gap	The gap has closed.	The gap has closed.	Açıklık kapandı.	Açıklık kapandı.
Garage	garage	Go to the garage.	The garage is dusty.	Garaja git.	Garaj tozlu.
Gardener	gardener	I'm a gardener.	Are you a gardener?	Ben bir bahçıvanım.	Bahçıvan mısın?
Gardening	gardening	Gardening is fun.	Tom likes gardening.	Bahçe işleri eğlencelidir.	Tom bahçeciliği sever.
Garlic	Garlic	I love garlic.	I like garlic.	Sarımsağı seviyorum!	Sarımsağı severim.
Gaseous	gaseous				
Gasoline	gasoline	This isn't gasoline.	This isn't gasoline.	Bu, benzin değildir.	Bu, benzin değildir.
Gastroenterologist	Gastroenterologist				
Gate	gate	Lock the gate.	I unlocked the gate.	Kapıyı kilitle.	Kapının kilidini açtım.
General	general				
Generally	generally				
Generation	generation				
Generator	generator				
Generous	generous	Tom is generous.	That seems generous.	Tom cömerttir.	O cömert görünüyor.
Generously	generously				
Genetic	genetic				
Geneticist	Geneticist	Tom is a geneticist.	Tom is a geneticist.	Tom bir genetikçidir.	Tom bir genetikçidir.
Genius	genius	It's genius!	He's a total genius!	Bu dahi!	O tam bir dahi!
Genocide	genocide				
Genome	genome				
Geologist	geologist	I'm a geologist.	Tom is a geologist.	Ben bir jeoloğum.	Tom bir yer bilimci.
Geology	geology	Tom studied geology.	Tom studied geology.	Tom jeoloji okudu.	Tom jeoloji okudu.
Geometry	geometry				
Geopolitics	geopolitic				
German	german	I am German.	Do you speak German?	Ben Almanım.	Almanca biliyor musun?
German	german	I am German.	Do you speak German?	Ben Almanım.	Almanca biliyor musun?
Germany	Germany	I like Germany.	Tom goes to Germany.	Almanya'yı severim.	Tom, Almanya'ya gidiyor.
Ghost	ghost	I'm a ghost.	I believe in ghosts.	Ben bir hayaletim.	Hayaletlere inanıyorum.
Gifted	gifted	Tom is truly gifted.	Tom is truly gifted.	Tom gerçekten yetenekli.	Tom gerçekten yetenekli.
Gifted	gifted	Tom is truly gifted.	Tom is truly gifted.	Tom gerçekten yetenekli.	Tom gerçekten yetenekli.
Giraffe	Giraffe	I see a giraffe.	The giraffe is dead.	Bir zürafa görüyorum.	Zürafa öldü.
Girlfriend	Girlfriend	I have a girlfriend.	I'm your girlfriend.	Bir kız arkadaşım var.	Ben senin kız arkadaşınım.
Give	give	Give!	I gave her the vase.	Ver!	Vazoyu ona verdim.
Glaciation	glaciation				
Glacier	glacier				
Glade	Glade				
Glass	Glass	I cut glass.	I like your glasses.	Ben cam kestim.	Gözlüklerini beğendim.
Glass	Glass	I cut glass.	I like your glasses.	Ben cam kestim.	Gözlüklerini beğendim.
Glass	Glass	I cut glass.	I like your glasses.	Ben cam kestim.	Gözlüklerini beğendim.
Glasses	glass	I cut glass.	I like your glasses.	Ben cam kestim.	Gözlüklerini beğendim.
Glider	glider	Tom owns a glider.	Tom owns a glider.	Tom'un bir planörü var.	Tom'un bir planörü var.
Globalization	globalization				
Gloomy	gloomy	You look gloomy.	Tom looks gloomy.	Kasvetli görünüyorsun.	Tom kasvetli görünüyor.
Gloves	glove	I wore gloves.	Where are my gloves?	Eldiven giydim.	Eldivenlerim nerede?
Glow	glow	Mary is glowing.	Mary is glowing.	Mary kızarıyor.	Mary kızarıyor.
Glue	glue	I need glue.	Hand me the glue.	Yapıştırıcıya ihtiyacım var.	Tutkalı bana ver.
Glutton	glutton	He's a glutton.	Tom is a glutton.	O bir obur.	Tom bir açgözlü.
Gluttony	gluttony				
Glycemia	glycemia				
Go	go	Go!	Go to psychotherapy.	Git!	Psikoterapiye git.
Goal	goal	Goal!	That isn't the goal.	Gol!	Amaç bu değil.
Goal	goal	Goal!	That isn't the goal.	Gol!	Amaç bu değil.
Goat	goat	I fed the goats.	Is this goat cheese?	Keçileri besledim.	Bu keçi peyniri mi?
Goat	goat	I fed the goats.	Is this goat cheese?	Keçileri besledim.	Bu keçi peyniri mi?
Goddaughter	Goddaughter				
Goddess	goddess	She's a goddess.	She's a goddess.	O bir tanrıça.	O bir tanrıça.
Godfather	godfather				
Godmother	Godmother	She's my godmother.	She's my godmother.	O, benim vaftiz annemdir.	O, benim vaftiz annemdir.
Gods	god	Oh god.	God loves the truth.	Aman tanrım !	Tanrı gerçeği sever.
Godson	Godson				
Gold	gold	This is gold.	This is a gold mine.	Bu altın.	Bu bir altın madeni.
Goldfish	goldfish	My goldfish died.	My goldfish died.	Benim akvaryum balığı öldü.	Benim akvaryum balığı öldü.
Goodwill	Goodwill				
Goose	goose	Our goose is cooked.	Our goose is cooked.	Bizim kaz pişiriliyor.	Bizim kaz pişiriliyor.
